kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
11446443,K00001.01,Kepler-1 b,CONFIRMED,CANDIDATE,0.811,0,0,0,0,2.470613377,2.7e-08,-2.7e-08,122.763305,8.7e-06,-8.7e-06,0.818,0.001,-0.001,1.74319,0.00107,-0.00107,14230.9,4.2,-4.2,13.04,0.51,-0.51,1339.0,,,761.46,106.21,-95.76,4304.3,1,q1_q17_dr25_tce,5820.0,78.0,-78.0,4.457,0.024,-0.024,0.964,0.038,-0.038,286.80847,49.316399,11.338
10666592,K00002.01,Kepler-2 b,CONFIRMED,CANDIDATE,1.0,0,1,0,0,2.204735417,4.3e-08,-4.3e-08,121.3585417,1.6e-05,-1.6e-05,0.224,0.159,-0.216,3.88864,0.00203,-0.00203,6674.7,1.7,-1.7,16.1,0.81,-0.91,2048.0,,,4148.92,651.59,-654.46,5945.9,1,q1_q17_dr25_tce,6440.0,76.0,-89.0,4.019,0.033,-0.027,1.952,0.099,-0.11,292.24728,47.969521,10.463
10748390,K00003.01,Kepler-3 b,CONFIRMED,CANDIDATE,0.913,0,0,0,0,4.887803076,4.66e-07,-4.66e-07,124.8130808,7.51e-05,-7.51e-05,0.054,0.145,-0.054,2.36255,0.00466,-0.00466,4315.8,6.1,-6.1,4.82,0.17,-0.18,800.0,,,96.67,14.91,-13.89,862.3,1,q1_q17_dr25_tce,4778.0,86.0,-95.0,4.591,0.015,-0.036,0.763,0.028,-0.028,297.70935,48.080853,9.174
3861595,K00004.01,Kepler-1658 b,CONFIRMED,CANDIDATE,1.0,0,1,0,0,3.849371737,2.344e-06,-2.344e-06,157.526686,0.000488,-0.000488,0.915,0.02,-0.056,2.632,0.106,-0.106,1298.6,13.0,-13.0,12.94,1.8,-4.2,2034.0,,,4055.29,1643.78,-2336.51,132.7,1,q1_q17_dr25_tce,6244.0,126.0,-114.0,3.657,0.27,-0.09,2.992,0.416,-0.971,294.35654,38.94738,11.432
8554498,K00005.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,4.780327581,8.52e-07,-8.52e-07,132.974086,0.000148,-0.000148,0.952,0.001,-0.002,2.0253,0.0139,-0.0139,960.8,3.9,-3.9,7.14,0.52,-0.31,1441.0,,,1020.05,223.43,-125.2,380.8,1,q1_q17_dr25_tce,5937.0,83.0,-65.0,4.012,0.03,-0.03,1.787,0.132,-0.076,289.73972,44.647419,11.665
3248033,K00006.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,1.334101467,1.655e-06,-1.655e-06,133.703081,0.000983,-0.000983,0.153,0.228,-0.153,2.1033,0.0318,-0.0318,120.8,3.3,-3.3,1.74,0.31,-0.37,2169.0,,,5207.55,2517.09,-2268.59,43.0,1,q1_q17_dr25_tce,6178.0,111.0,-136.0,4.106,0.168,-0.112,1.58,0.277,-0.339,294.59955,38.366772,12.161
11853905,K00007.01,Kepler-4 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.213668926,1.09e-06,-1.09e-06,123.611878,0.000274,-0.000274,0.021,0.188,-0.021,3.98235,0.00911,-0.00911,727.8,2.5,-2.5,4.13,0.26,-0.23,1515.0,,,1244.44,229.31,-193.94,346.9,1,q1_q17_dr25_tce,5795.0,69.0,-77.0,4.101,0.033,-0.027,1.545,0.097,-0.087,285.61533,50.13575,12.211
5903312,K00008.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,1.16015259,8.68e-07,-8.68e-07,121.704645,0.000673,-0.000673,0.748,0.025,-0.515,1.3433,0.0195,-0.0195,170.2,4.1,-4.1,1.4,0.2,-0.12,1751.0,,,2229.29,910.2,-505.19,48.4,1,q1_q17_dr25_tce,5842.0,105.0,-117.0,4.433,0.072,-0.117,0.985,0.143,-0.083,298.66101,41.13789,12.45
11553706,K00009.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,3.719809197,9.39e-07,-9.39e-07,135.068298,0.000206,-0.000206,1.279,0.169,-0.078,3.5317,0.0105,-0.0105,2958.2,10.1,-10.1,87.21,16.61,-28.45,1873.0,,,2912.21,1650.97,-1719.77,373.9,1,q1_q17_dr25_tce,6284.0,160.0,-160.0,3.813,0.292,-0.097,2.348,0.447,-0.766,288.80377,49.530788,13.123
6922244,K00010.01,Kepler-8 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,3.522498429,1.98e-07,-1.98e-07,121.1194228,4.71e-05,-4.71e-05,0.631,0.007,-0.007,3.19843,0.00653,-0.00653,9145.7,6.6,-6.6,14.59,1.11,-1.11,1521.0,,,1264.67,307.23,-276.48,1741.5,1,q1_q17_dr25_tce,6225.0,112.0,-137.0,4.169,0.055,-0.045,1.451,0.11,-0.11,281.28812,42.45108,13.563
11913073,K00011.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,3.747838198,3.896e-06,-3.896e-06,171.66504,0.000902,-0.000902,1.121,1.104,-0.035,5.0642,0.0445,-0.0445,616.0,5.3,-5.3,13.65,3.11,-1.04,1031.0,,,266.76,180.49,-62.76,138.2,1,q1_q17_dr25_tce,5514.0,149.0,-149.0,4.569,0.029,-0.162,0.826,0.188,-0.063,291.06152,50.265129,13.496
5812701,K00012.01,Kepler-448 b,CONFIRMED,CANDIDATE,0.635,0,0,0,0,17.855221681,3.676e-06,-3.676e-06,146.596466,0.000163,-0.000163,0.075,0.106,-0.043,7.41287,0.00581,-0.00581,9065.2,11.2,-11.2,13.16,2.57,-0.65,911.0,,,163.04,78.35,-23.38,915.7,1,q1_q17_dr25_tce,6823.0,61.0,-92.0,4.308,0.024,-0.128,1.367,0.267,-0.067,297.45374,41.01099,11.353
9941662,K00013.01,Kepler-13 b,CONFIRMED,CANDIDATE,0.875,0,1,0,0,1.763587535,4.2e-08,-4.2e-08,120.5659254,1.99e-05,-1.99e-05,0.512,0.007,-0.008,3.16877,0.0029,-0.0029,4590.6,1.5,-1.5,21.42,6.33,-9.48,3559.0,,,37958.27,32770.23,-28302.96,4061.9,1,q1_q17_dr25_tce,9107.0,242.0,-443.0,3.867,0.343,-0.147,3.031,0.895,-1.342,286.97119,46.868359,9.958
7684873,K00014.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.947376671,3.228e-06,-3.228e-06,171.522978,0.000883,-0.000883,2.641,10.99,-0.707,2.0911,0.0437,-0.0437,433.2,8.5,-8.5,403.59,85.99,-105.0,2404.0,,,7903.84,5082.12,-4259.41,62.3,1,q1_q17_dr25_tce,8090.0,226.0,-340.0,4.002,0.198,-0.132,2.234,0.476,-0.581,292.61194,43.305141,10.47
3964562,K00015.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,3.012476582,1.161e-06,-1.161e-06,135.259271,0.000298,-0.000298,1.261,0.509,-0.102,3.1424,0.0155,-0.0155,1138.5,5.5,-5.5,65.25,19.12,-12.72,2371.0,,,7471.65,6472.63,-3492.78,253.4,1,q1_q17_dr25_tce,8601.0,240.0,-412.0,4.137,0.098,-0.182,2.031,0.595,-0.396,294.1434,39.089779,12.403
9110357,K00016.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,0.895277575,5.07e-07,-5.07e-07,133.411986,0.000504,-0.000504,0.928,0.022,-0.045,2.711,0.112,-0.112,534.5,4.8,-4.8,9.27,2.27,-4.56,4253.0,,,77480.31,56723.64,-60586.17,132.1,1,q1_q17_dr25_tce,8040.0,224.0,-336.0,3.707,0.432,-0.108,3.325,0.817,-1.634,298.34421,45.40992,13.574
10874614,K00017.01,Kepler-6 b,CONFIRMED,CANDIDATE,0.987,0,0,0,0,3.234699282,1.19e-07,-1.19e-07,121.4865708,2.92e-05,-2.92e-05,0.079,0.003,-0.058,3.59385,0.00078,-0.00078,10558.7,4.2,-4.2,13.06,0.96,-0.96,1356.0,,,797.62,197.63,-160.8,3003.8,1,q1_q17_dr25_tce,5640.0,113.0,-101.0,4.236,0.055,-0.045,1.291,0.095,-0.095,296.83725,48.239944,13.303
8191672,K00018.01,Kepler-5 b,CONFIRMED,CANDIDATE,0.754,0,1,0,0,3.548465446,1.83e-07,-1.83e-07,122.9014315,4.26e-05,-4.26e-05,0.075,0.013,-0.053,4.56904,0.00118,-0.00118,7251.5,3.3,-3.3,14.92,1.08,-1.31,1640.0,,,1708.28,416.27,-397.63,2486.5,1,q1_q17_dr25_tce,6290.0,125.0,-125.0,4.074,0.05,-0.05,1.746,0.126,-0.154,299.40701,44.035053,13.369
7255336,K00019.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.20320092,2.96e-07,-2.96e-07,133.929836,0.000204,-0.000204,1.274,3.088,-0.042,1.9197,0.0108,-0.0108,2807.1,13.5,-13.5,49.25,8.83,-8.84,2124.0,,,4809.16,2430.0,-1846.8,250.8,1,q1_q17_dr25_tce,6218.0,124.0,-137.0,4.198,0.162,-0.108,1.349,0.242,-0.242,280.94385,42.839184,11.374
11804465,K00020.01,Kepler-12 b,CONFIRMED,CANDIDATE,0.761,0,0,0,0,4.437962934,1.71e-07,-1.71e-07,171.0091259,2.88e-05,-2.88e-05,0.069,0.007,-0.05,4.69813,0.00079,-0.00079,16387.6,5.3,-5.3,18.05,2.92,-3.57,1338.0,,,757.65,339.17,-311.08,3535.6,1,q1_q17_dr25_tce,5953.0,105.0,-129.0,4.175,0.168,-0.112,1.415,0.229,-0.28,286.24344,50.040379,13.438
10125352,K00021.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,4.288515468,1.074e-06,-1.074e-06,121.97268,0.000212,-0.000212,1.283,0.594,-0.18,2.2959,0.0107,-0.0107,3456.7,14.4,-14.4,76.51,16.12,-26.22,1722.0,,,2081.57,1321.07,-1277.37,292.1,1,q1_q17_dr25_tce,6378.0,176.0,-176.0,3.878,0.315,-0.105,2.002,0.422,-0.686,284.73859,47.169628,13.396
9631995,K00022.01,Kepler-422 b,CONFIRMED,CANDIDATE,0.988,0,0,0,0,7.891448838,5.06e-07,-5.06e-07,177.2499624,5.03e-05,-5.03e-05,0.306,0.022,-0.028,4.2854,0.00697,-0.00697,10344.6,6.9,-6.9,12.63,2.13,-1.42,1028.0,,,263.54,114.26,-67.34,1955.1,1,q1_q17_dr25_tce,5972.0,72.0,-84.0,4.313,0.095,-0.116,1.237,0.209,-0.139,282.62967,46.32336,13.435
9071386,K00023.01,,FALSE POSITIVE,FALSE POSITIVE,0.269,0,1,0,0,4.693305543,3.84e-07,-3.84e-07,136.8627229,6.62e-05,-6.62e-05,0.23,0.024,-0.03,5.17249,0.00775,-0.00775,14522.9,10.7,-10.7,17.85,3.24,-2.43,1389.0,,,881.73,440.8,-279.63,1765.2,1,q1_q17_dr25_tce,6365.0,115.0,-140.0,4.22,0.099,-0.121,1.47,0.267,-0.2,283.16632,45.403061,12.291
4743513,K00024.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,2.086075752,1.392e-06,-1.392e-06,170.965627,0.000575,-0.000575,0.914,0.008,-0.012,2.2647,0.052,-0.052,3657.8,53.8,-53.8,10.3,2.08,-3.14,1845.0,,,2747.42,1679.34,-1545.05,102.2,1,q1_q17_dr25_tce,6131.0,168.0,-153.0,4.071,0.294,-0.126,1.417,0.287,-0.431,290.8154,39.819469,12.963
10593759,K00025.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,3.132604547,1.481e-06,-1.481e-06,136.010454,0.000394,-0.000394,1.251,3.655,-0.151,3.6337,0.0226,-0.0226,9969.2,52.0,-52.0,48.73,16.67,-7.14,1444.0,,,1028.81,1031.76,-372.96,222.3,1,q1_q17_dr25_tce,6248.0,168.0,-205.0,4.328,0.108,-0.201,1.181,0.404,-0.173,289.26166,47.815521,13.499
5021737,K00026.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,15.03946326,1.112e-05,-1.112e-05,144.137461,0.000606,-0.000606,0.902,0.003,-0.003,5.1008,0.0374,-0.0374,5237.7,38.6,-38.6,12.36,3.96,-2.63,962.0,,,202.6,183.16,-91.45,181.6,1,q1_q17_dr25_tce,6501.0,146.0,-194.0,4.212,0.153,-0.187,1.441,0.461,-0.307,294.73282,40.150341,11.997
3832716,K00027.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,1.141877248,6.6e-08,-6.6e-08,170.3386848,4.62e-05,-4.62e-05,0.598,0.007,-0.007,4.33931,0.00301,-0.00301,309490.0,177.0,-177.0,88.62,25.78,-25.78,2184.0,,,5358.79,4593.18,-2978.79,2036.3,1,q1_q17_dr25_tce,6158.0,169.0,-188.0,4.152,0.286,-0.176,1.368,0.398,-0.398,285.39404,38.904911,13.418
4247791,K00028.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,4.100870416,3.61e-07,-3.61e-07,168.1460533,7.02e-05,-7.02e-05,0.938,0.015,-0.014,8.15361,0.00405,-0.00405,123521.0,54.8,-54.8,82.46,21.79,-24.19,1413.0,,,939.61,760.99,-532.96,2619.2,1,q1_q17_dr25_tce,5923.0,187.0,-208.0,4.118,0.286,-0.154,1.51,0.399,-0.443,287.16486,39.376942,11.26
6956014,K00031.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.925589891,3.653e-06,-3.653e-06,169.69275,0.00319,-0.00319,0.616,0.056,-0.474,1.967,0.117,-0.117,400.8,23.8,-23.8,50.6,14.85,-5.3,6637.0,,,460202.18,366069.92,-110815.42,20.6,1,q1_q17_dr25_tce,4094.0,73.0,-55.0,1.627,0.12,-0.12,24.488,7.185,-2.566,294.0318,42.468845,10.795
5725087,K00033.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.366197145,1.025e-06,-1.025e-06,133.55969,0.00227,-0.00227,0.319,0.167,-0.318,1.2335,0.0877,-0.0877,275.3,21.4,-21.4,51.34,2.15,-11.5,9983.0,,,2335438.28,407000.24,-1077153.97,16.7,1,q1_q17_dr25_tce,4448.0,88.0,-122.0,1.694,0.033,-0.027,31.5,1.323,-7.056,296.9679,40.926769,11.059
6521045,K00041.01,Kepler-100 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,12.81590421,1.945e-05,-1.945e-05,122.94682,0.00119,-0.00119,0.58,0.005,-0.486,6.3856,0.0438,-0.0438,220.5,2.2,-2.2,2.26,0.15,-0.12,939.0,,,183.68,35.61,-27.85,106.7,1,q1_q17_dr25_tce,5788.0,78.0,-78.0,4.122,0.033,-0.027,1.474,0.094,-0.079,291.38599,41.990269,11.197
6521045,K00041.02,Kepler-100 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,6.88707073,2.277e-05,-2.277e-05,133.17797,0.00268,-0.00268,0.696,0.029,-0.508,4.4679,0.0757,-0.0757,68.7,2.0,-2.0,1.3,0.08,-0.07,1155.0,,,420.97,81.61,-63.83,38.2,2,q1_q17_dr25_tce,5788.0,78.0,-78.0,4.122,0.033,-0.027,1.474,0.094,-0.079,291.38599,41.990269,11.197
6521045,K00041.03,Kepler-100 d,CONFIRMED,CANDIDATE,1.0,0,0,0,0,35.3331932,0.0002248,-0.0002248,153.98249,0.00489,-0.00489,0.656,0.27,-0.433,5.966,0.128,-0.128,99.7,3.6,-3.6,1.55,0.1,-0.08,670.0,,,47.52,9.21,-7.21,28.8,3,q1_q17_dr25_tce,5788.0,78.0,-78.0,4.122,0.033,-0.027,1.474,0.094,-0.079,291.38599,41.990269,11.197
8866102,K00042.01,Kepler-410 A b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,17.83367834,1.385e-05,-1.385e-05,181.233943,0.000603,-0.000603,0.013,0.278,-0.013,4.5112,0.0195,-0.0195,326.9,2.4,-2.4,2.43,0.12,-0.14,866.0,,,132.94,20.74,-20.33,154.5,1,q1_q17_dr25_tce,6407.0,76.0,-83.0,4.268,0.03,-0.03,1.337,0.067,-0.074,283.1507,45.139832,9.364
9025922,K00043.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,11.32029599,1.718e-05,-1.718e-05,177.08388,0.00127,-0.00127,0.914,0.01,-0.011,4.5866,0.0978,-0.0978,4303.5,90.9,-90.9,8.02,0.0,0.0,811.0,,,102.12,0.0,0.0,85.0,1,q1_q17_dr25_tce,5780.0,,,4.438,,,1.0,,,293.26605,45.350697,13.29
8845026,K00044.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,66.46746217,3.003e-05,-3.003e-05,160.47651,0.000358,-0.000358,0.116,0.039,-0.078,19.6638,0.0232,-0.0232,12643.7,14.2,-14.2,11.97,3.43,-1.57,466.0,,,11.18,9.72,-3.86,1049.3,1,q1_q17_dr25_tce,5843.0,182.0,-203.0,4.403,0.087,-0.203,1.073,0.307,-0.141,300.15186,45.089611,13.483
3742855,K00045.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,6.397185875,2.79e-06,-2.79e-06,174.365353,0.000325,-0.000325,0.755,0.004,-0.006,5.8638,0.0231,-0.0231,18887.0,53.9,-53.9,15.02,0.0,0.0,981.0,,,218.59,0.0,0.0,394.7,1,q1_q17_dr25_tce,5780.0,,,4.438,,,1.0,,,290.26614,38.837917,13.133
10905239,K00046.01,Kepler-101 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.487688776,1.105e-06,-1.105e-06,170.932217,0.000253,-0.000253,0.026,0.205,-0.026,3.83661,0.00947,-0.00947,1298.8,4.1,-4.1,5.64,0.83,-1.35,1445.0,,,1033.07,439.91,-478.15,350.6,1,q1_q17_dr25_tce,5576.0,112.0,-101.0,4.065,0.196,-0.084,1.593,0.235,-0.382,283.25549,48.355232,13.77
10905239,K00046.02,Kepler-101 c,CONFIRMED,CANDIDATE,0.917,0,0,0,0,6.02977241,6.264e-05,-6.264e-05,132.48162,0.00757,-0.00757,0.379,0.088,-0.379,3.961,0.229,-0.229,54.6,5.1,-5.1,1.18,0.17,-0.29,1204.0,,,496.46,211.41,-229.78,11.5,2,q1_q17_dr25_tce,5576.0,112.0,-101.0,4.065,0.196,-0.084,1.593,0.235,-0.382,283.25549,48.355232,13.77
7837302,K00048.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,23.836808884,1.507e-06,-1.507e-06,173.7759431,4.98e-05,-4.98e-05,1.008,0.013,-0.013,6.02854,0.00455,-0.00455,29684.7,15.5,-15.5,59.31,14.97,-27.79,919.0,,,168.28,134.64,-127.05,2793.4,1,q1_q17_dr25_tce,6095.0,213.0,-213.0,3.894,0.512,-0.128,1.94,0.49,-0.909,296.55386,43.543179,13.722
9527334,K00049.01,Kepler-461 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,8.31377304,4.206e-05,-4.206e-05,175.99137,0.00402,-0.00402,0.002,0.432,-0.002,2.964,0.125,-0.125,837.4,49.1,-49.1,2.74,0.43,-0.13,886.0,,,145.51,64.54,-23.61,19.6,1,q1_q17_dr25_tce,5900.0,105.0,-117.0,4.509,0.021,-0.119,0.951,0.152,-0.045,292.24902,46.164822,13.704
6056992,K00051.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,10.431146765,3.267e-06,-3.267e-06,133.936337,0.000264,-0.000264,1.225,1.051,-0.137,3.8853,0.0186,-0.0186,29375.6,92.0,-92.0,50.44,0.0,0.0,833.0,,,114.02,0.0,0.0,400.2,1,q1_q17_dr25_tce,5780.0,,,4.438,,,1.0,,,295.91885,41.332432,13.761
3558981,K00052.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.98786272,2.306e-06,-2.306e-06,168.011233,0.000618,-0.000618,0.621,0.055,-0.159,2.5814,0.0875,-0.0875,42789.0,596.0,-596.0,17.82,2.75,-1.7,1064.0,,,303.15,167.53,-84.91,98.0,1,q1_q17_dr25_tce,5231.0,203.0,-166.0,4.544,0.049,-0.098,0.821,0.127,-0.078,294.97745,38.678352,13.109
2445975,K00053.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,3.388887193,1.681e-06,-1.681e-06,172.259054,0.000392,-0.000392,0.387,0.009,-0.352,2.4475,0.0316,-0.0316,11267.8,81.5,-81.5,10.72,0.0,0.0,1212.0,,,511.3,0.0,0.0,162.9,1,q1_q17_dr25_tce,5780.0,,,4.438,,,1.0,,,292.03091,37.773529,13.513
8248939,K00061.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,1.63345402,2.882e-05,-2.882e-05,181.8556,0.0132,-0.0132,1.19,11.24,-0.079,3.817,0.755,-0.755,359.0,61.7,-61.7,24.87,8.04,-3.45,1750.0,,,2211.18,2171.51,-807.44,7.4,1,q1_q17_dr25_tce,6283.0,197.0,-241.0,4.372,0.105,-0.195,1.091,0.353,-0.151,296.93594,44.161045,12.179
11554435,K00063.01,Kepler-63 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,9.43414171,2.136e-05,-2.136e-05,177.84346,0.00177,-0.00177,0.538,0.046,-0.434,2.8112,0.0775,-0.0775,3977.0,116.0,-116.0,5.73,0.78,-0.33,791.0,,,92.39,35.49,-16.67,40.2,1,q1_q17_dr25_tce,5578.0,100.0,-111.0,4.518,0.035,-0.105,0.886,0.12,-0.051,289.22617,49.548199,11.582
7051180,K00064.01,,CANDIDATE,CANDIDATE,1.0,0,1,0,0,1.951082219,3.888e-06,-3.888e-06,157.54316,0.00159,-0.00159,0.925,0.029,-0.721,1.6975,0.0534,-0.0534,1151.8,45.8,-45.8,10.35,0.77,-1.25,2005.0,,,3822.26,832.84,-1056.73,30.1,1,q1_q17_dr25_tce,5302.0,71.0,-87.0,3.768,0.06,-0.045,2.426,0.181,-0.293,296.51059,42.54744,13.143
10620329,K00066.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,0.436282594,8.8e-08,-8.8e-08,170.702041,0.000156,-0.000156,1.269,0.305,-0.159,1.3988,0.0121,-0.0121,536.4,3.2,-3.2,83.25,9.15,-21.34,5187.0,,,170399.16,46192.54,-80213.1,218.3,1,q1_q17_dr25_tce,8491.0,67.0,-93.0,3.853,0.232,-0.058,2.622,0.288,-0.672,298.70923,47.840019,11.002
8669092,K00068.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,1.000840564,6.44e-07,-6.44e-07,121.293771,0.000561,-0.000561,1.165,8.618,-0.184,1.3292,0.0318,-0.0318,2714.4,48.0,-48.0,80.25,14.86,-34.65,3367.0,,,30248.83,17017.67,-21607.03,73.2,3,q1_q17_dr25_tce,6287.0,170.0,-189.0,3.558,0.353,-0.118,3.177,0.588,-1.372,281.89307,44.827461,12.733
3544595,K00069.01,Kepler-93 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.72674037,1.57e-06,-1.57e-06,134.926396,0.000271,-0.000271,0.657,0.042,-0.449,2.9267,0.0164,-0.0164,273.1,1.1,-1.1,1.56,0.07,-0.07,1028.0,,,264.08,40.0,-33.67,287.8,1,q1_q17_dr25_tce,5648.0,76.0,-76.0,4.472,0.03,-0.03,0.894,0.04,-0.036,291.4183,38.672359,9.931
6850504,K00070.01,Kepler-20 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,10.854095934,4.977e-06,-4.977e-06,138.608031,0.000378,-0.000378,0.422,0.034,-0.358,3.7768,0.0204,-0.0204,1034.4,4.5,-4.5,2.99,0.33,-0.27,765.0,,,80.88,26.8,-19.06,252.8,1,q1_q17_dr25_tce,5465.0,109.0,-109.0,4.449,0.085,-0.085,0.925,0.101,-0.083,287.698,42.338718,12.498
6850504,K00070.02,Kepler-20 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.696121272,2.394e-06,-2.394e-06,134.5014,0.00054,-0.00054,0.016,0.371,-0.016,2.463,0.0181,-0.0181,383.4,3.3,-3.3,1.78,0.19,-0.16,1095.0,,,340.33,112.79,-80.17,130.0,2,q1_q17_dr25_tce,5465.0,109.0,-109.0,4.449,0.085,-0.085,0.925,0.101,-0.083,287.698,42.338718,12.498
6850504,K00070.03,Kepler-20 d,CONFIRMED,CANDIDATE,0.563,0,0,0,0,77.6114427,0.0001536,-0.0001536,164.7292,0.00168,-0.00168,0.094,0.323,-0.094,7.1786,0.0563,-0.0563,814.5,8.4,-8.4,2.59,0.29,-0.23,397.0,,,5.87,1.95,-1.38,100.5,3,q1_q17_dr25_tce,5465.0,109.0,-109.0,4.449,0.085,-0.085,0.925,0.101,-0.083,287.698,42.338718,12.498
6850504,K00070.04,Kepler-20 e,CONFIRMED,CANDIDATE,0.999,0,0,0,0,6.09855603,2.536e-05,-2.536e-05,135.92906,0.00377,-0.00377,0.21,0.241,-0.21,2.9815,0.099,-0.099,84.4,3.8,-3.8,0.84,0.09,-0.08,927.0,,,174.3,57.77,-41.06,24.8,4,q1_q17_dr25_tce,5465.0,109.0,-109.0,4.449,0.085,-0.085,0.925,0.101,-0.083,287.698,42.338718,12.498
